event_name,avg_daily_0_45,avg_daily_46_90,abs_change,pct_change
sensitivity_label_applied,0.18974358974358976,1.2564102564102564,-1.0666666666666667,-0.8704807695739153
license_recommendation_applied,0.19729729729729728,1.336936936936937,-1.1396396396396395,-0.8184469317004641
pp_sync_completed,0.185,1.19,-1.0050000000000001,-0.7661465151813458
risky_workspace_resolved,0.1853658536585366,1.051219512195122,-0.8658536585365854,-0.7513523533783498
policy_created,0.18157894736842103,1.2307017543859649,-1.0491228070175438,-0.7355477144541576
report_generated,0.6811965811965812,1.1863247863247863,-0.5051282051282051,-0.3251416203284538
policy_updated,0.6401709401709401,1.1529914529914531,-0.5128205128205128,-0.3227925469852662
risky_workspace_detected,0.6104761904761905,1.1638095238095238,-0.5533333333333333,-0.3089820036436481
license_optimization_viewed,0.7692982456140351,1.2140350877192982,-0.4447368421052631,-0.24868093310669864
pp_sync_started,0.712280701754386,1.3035087719298246,-0.5912280701754387,-0.20793824065957467
sensitivity_label_recommended,0.6685185185185185,1.3092592592592593,-0.6407407407407407,-0.19889864944200722
